URL,Valoración,Estación,Km freeride,Continente,País,Provincia/Estado,Altitud,Km fáciles,Km intermedios,Km difíciles,Precio forfait adulto,Moneda,Tamaño del dominio esquiable,Variedad de pistas,Remontes y teleféricos,Fiabilidad de nieve,Acceso y aparcamiento,Señalización,Limpieza e higiene,Sostenibilidad,Gastronomía,Après-ski,Alojamiento en pistas,Familias y niños,Principiantes,Snowparks,Esquí de fondo,Código país,Latitud,Longitud,Km totales,Categoría tamaño,% Pistas fáciles,% Pistas intermedias,% Pistas difíciles,Perfil recomendado,Perfil freeride,Precio por km,Precio forfait EUR,Precio por km EUR
http://www.skiresort.info/ski-resort/campo-blenio/,,campo-blenio,0.0,Europe,Switzerland,Ticino,1450.0,2.0,0.0,0.0,29.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,2.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,14.5,31.32,15.66
http://www.skiresort.info/ski-resort/cardadacimetta-orselina/,1.7,cardadacimetta-orselina,0.0,Europe,Switzerland,Ticino,1670.0,2.6,3.0,0.0,38.0,Swiss Franc,1.7,1.7,2.8,,,,,,,,,,,,,CH,46.818188,8.227512,5.6,Pequeña,46.42857142857144,53.57142857142857,0.0,Equilibrada,Sin freeride,6.79,41.04,7.33
http://www.skiresort.info/ski-resort/casaccia/,1.1,casaccia,0.0,Europe,Switzerland,Eastern Switzerland,1600.0,0.5,0.0,0.0,35.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,70.0,37.8,75.6
http://www.skiresort.info/ski-resort/chapeau-rable-la-chaux-de-fonds/,,chapeau-rable-la-chaux-de-fonds,0.0,Europe,Switzerland,Espace Mittelland,1250.0,2.0,1.0,0.0,24.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,66.66666666666666,33.33333333333333,0.0,Principiante,Sin freeride,8.0,25.92,8.64
http://www.skiresort.info/ski-resort/chuderhuesi-roethenbach/,1.3,chuderhuesi-roethenbach,0.0,Europe,Switzerland,Espace Mittelland,1091.0,1.0,0.0,0.0,24.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,24.0,25.92,25.92
http://www.skiresort.info/ski-resort/cioss-prato-bedretto/,1.1,cioss-prato-bedretto,0.0,Europe,Switzerland,Ticino,1610.0,0.4,0.0,0.0,15.0,Swiss Franc,1.1,1.0,1.4,,,,,,,,,,,,,CH,46.818188,8.227512,0.4,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,37.5,16.2,40.5
http://www.skiresort.info/ski-resort/dalpe/,1.0,dalpe,0.0,Europe,Switzerland,Ticino,1250.0,0.2,0.0,0.0,15.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,75.0,16.2,81.0
http://www.skiresort.info/ski-resort/degersheim-fuchsacker/,,degersheim-fuchsacker,0.0,Europe,Switzerland,Eastern Switzerland,1100.0,1.5,0.0,0.0,25.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,1.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,16.67,27.0,18.0
http://www.skiresort.info/ski-resort/dent-de-jaman-montreux/,1.5,dent-de-jaman-montreux,0.0,Europe,Switzerland,Lemanic Region,1738.0,0.0,3.0,0.0,35.0,Swiss Franc,1.5,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,0.0,100.0,0.0,Intermedio,Sin freeride,11.67,37.8,12.6
http://www.skiresort.info/ski-resort/dent-de-vaulion-le-morez/,2.0,dent-de-vaulion-le-morez,0.0,Europe,Switzerland,Lemanic Region,1482.0,5.5,3.0,1.5,27.0,Swiss Franc,2.0,2.3,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,10.0,Pequeña,55.00000000000001,30.0,15.0,Principiante,Sin freeride,2.7,29.16,2.92
http://www.skiresort.info/ski-resort/dicki-weisslingen/,1.0,dicki-weisslingen,0.0,Europe,Switzerland,Zurich,620.0,0.2,0.0,0.0,0.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/dietikon/,1.0,dietikon,0.0,Europe,Switzerland,Zurich,490.0,0.2,0.0,0.0,8.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,40.0,8.64,43.2
http://www.skiresort.info/ski-resort/dreieck-glarus/,1.3,dreieck-glarus,0.0,Europe,Switzerland,Eastern Switzerland,682.0,1.0,0.0,0.0,18.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,18.0,19.44,19.44
http://www.skiresort.info/ski-resort/ebenalp-horn-wasserauenschwende/,2.1,ebenalp-horn-wasserauenschwende,0.0,Europe,Switzerland,Eastern Switzerland,1720.0,1.0,7.5,1.5,34.0,Swiss Franc,2.1,2.4,2.1,,,,,,,,,,,,,CH,46.818188,8.227512,10.0,Pequeña,10.0,75.0,15.0,Intermedio,Sin freeride,3.4,36.72,3.67
http://www.skiresort.info/ski-resort/egg-hallau/,1.0,egg-hallau,0.0,Europe,Switzerland,Eastern Switzerland,560.0,0.2,0.0,0.0,8.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,40.0,8.64,43.2
http://www.skiresort.info/ski-resort/eggiwil-netschbuehl/,1.5,eggiwil-netschbuehl,0.0,Europe,Switzerland,Espace Mittelland,1020.0,2.5,0.5,0.0,27.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,83.33333333333334,16.666666666666664,0.0,Principiante,Sin freeride,9.0,29.16,9.72
http://www.skiresort.info/ski-resort/eischoll/,2.3,eischoll,0.0,Europe,Switzerland,Lemanic Region,2200.0,10.0,4.5,0.5,44.0,Swiss Franc,2.3,2.5,2.5,,,,,,,,,,,,,CH,46.818188,8.227512,15.0,Pequeña,66.66666666666666,30.0,3.333333333333333,Principiante,Sin freeride,2.93,47.52,3.17
http://www.skiresort.info/ski-resort/engi/,,engi,0.0,Europe,Switzerland,Eastern Switzerland,900.0,1.0,0.0,0.0,14.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,14.0,15.12,15.12
http://www.skiresort.info/ski-resort/engstligenalp-adelboden/,2.3,engstligenalp-adelboden,0.0,Europe,Switzerland,Espace Mittelland,2362.0,7.0,6.0,4.0,49.0,Swiss Franc,2.3,2.6,2.0,,,,,,,,,,,,,CH,46.818188,8.227512,17.0,Pequeña,41.17647058823529,35.294117647058826,23.52941176470588,Equilibrada,Sin freeride,2.88,52.92,3.11
http://www.skiresort.info/ski-resort/eriz/,1.7,eriz,0.0,Europe,Switzerland,Espace Mittelland,1350.0,4.0,2.0,0.0,33.0,Swiss Franc,1.7,1.7,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,6.0,Pequeña,66.66666666666666,33.33333333333333,0.0,Principiante,Sin freeride,5.5,35.64,5.94
http://www.skiresort.info/ski-resort/espace-super-saint-bernard-bourg-st-pierre/,,espace-super-saint-bernard-bourg-st-pierre,0.0,Europe,Switzerland,Lemanic Region,2800.0,3.0,10.0,12.0,38.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,25.0,Mediana,12.0,40.0,48.0,Equilibrada,Sin freeride,1.52,41.04,1.64
http://www.skiresort.info/ski-resort/faltschen-reichenbach/,1.3,faltschen-reichenbach,0.0,Europe,Switzerland,Espace Mittelland,1359.0,2.2,0.0,0.0,32.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,2.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,14.55,34.56,15.71
http://www.skiresort.info/ski-resort/fanas/,1.2,fanas,0.0,Europe,Switzerland,Eastern Switzerland,1700.0,0.5,0.0,0.0,0.0,Swiss Franc,1.2,1.0,2.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/feldis/,2.0,feldis,0.0,Europe,Switzerland,Eastern Switzerland,1950.0,0.3,7.5,2.2,35.0,Swiss Franc,2.0,2.2,2.7,,,,,,,,,,,,,CH,46.818188,8.227512,10.0,Pequeña,3.0,75.0,22.000000000000004,Intermedio,Sin freeride,3.5,37.8,3.78
http://www.skiresort.info/ski-resort/fideriser-heuberge-arflina/,2.2,fideriser-heuberge-arflina,0.0,Europe,Switzerland,Eastern Switzerland,2333.0,5.0,7.0,1.0,42.0,Swiss Franc,2.2,2.4,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,13.0,Pequeña,38.46153846153847,53.84615384615385,7.6923076923076925,Intermedio,Sin freeride,3.23,45.36,3.49
http://www.skiresort.info/ski-resort/fischenthal-aurueti-oberegg/,1.5,fischenthal-aurueti-oberegg,0.0,Europe,Switzerland,Zurich,1052.0,1.7,1.5,0.8,29.0,Swiss Franc,1.5,1.8,1.4,,,,,,,,,,,,,CH,46.818188,8.227512,4.0,Muy pequeña,42.5,37.5,20.0,Equilibrada,Sin freeride,7.25,31.32,7.83
http://www.skiresort.info/ski-resort/flensa-seewis/,1.3,flensa-seewis,0.0,Europe,Switzerland,Eastern Switzerland,1185.0,2.0,0.0,0.0,20.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,2.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,10.0,21.6,10.8
http://www.skiresort.info/ski-resort/foehrlimatt-wegenstetten/,1.3,foehrlimatt-wegenstetten,0.0,Europe,Switzerland,Northwestern Switzerland,575.0,1.0,0.0,0.0,18.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,18.0,19.44,19.44
http://www.skiresort.info/ski-resort/friherrenberg-einsiedeln/,1.5,friherrenberg-einsiedeln,0.0,Europe,Switzerland,Central Switzerland,1113.0,2.0,1.0,0.0,0.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,66.66666666666666,33.33333333333333,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/gadmen/,1.1,gadmen,0.0,Europe,Switzerland,Espace Mittelland,1300.0,0.5,0.0,0.0,16.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,32.0,17.28,34.56
http://www.skiresort.info/ski-resort/gaehwil/,1.2,gaehwil,0.0,Europe,Switzerland,Eastern Switzerland,905.0,0.8,0.0,0.0,24.0,Swiss Franc,1.2,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.8,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,30.0,25.92,32.4
http://www.skiresort.info/ski-resort/gais/,1.3,gais,0.0,Europe,Switzerland,Eastern Switzerland,1025.0,1.0,0.0,0.0,0.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/gampluet/,1.3,gampluet,0.0,Europe,Switzerland,Eastern Switzerland,1357.0,0.3,1.7,0.0,59.0,Swiss Franc,1.3,1.3,2.4,,,,,,,,,,,,,CH,46.818188,8.227512,2.0,Muy pequeña,15.0,85.0,0.0,Intermedio,Sin freeride,29.5,63.72,31.86
http://www.skiresort.info/ski-resort/gantrisch-gurnigel/,,gantrisch-gurnigel,0.0,Europe,Switzerland,Espace Mittelland,1580.0,4.0,2.0,0.0,36.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,6.0,Pequeña,66.66666666666666,33.33333333333333,0.0,Principiante,Sin freeride,6.0,38.88,6.48
http://www.skiresort.info/ski-resort/gfellen-entlebuch-finsterwald/,,gfellen-entlebuch-finsterwald,0.0,Europe,Switzerland,Central Switzerland,1200.0,2.0,0.0,0.0,25.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,2.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,12.5,27.0,13.5
http://www.skiresort.info/ski-resort/ghoech/,1.3,ghoech,0.0,Europe,Switzerland,Zurich,1060.0,0.8,0.2,0.0,20.0,Swiss Franc,1.3,1.3,1.3,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,80.0,20.0,0.0,Principiante,Sin freeride,20.0,21.6,21.6
http://www.skiresort.info/ski-resort/goldiwil-multenegg-heiligenschwendi/,1.0,goldiwil-multenegg-heiligenschwendi,0.0,Europe,Switzerland,Espace Mittelland,1120.0,0.2,0.0,0.0,5.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,25.0,5.4,27.0
http://www.skiresort.info/ski-resort/grand-val-oberdoerferberg/,1.5,grand-val-oberdoerferberg,0.0,Europe,Switzerland,Espace Mittelland,1254.0,2.0,0.0,1.0,0.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,66.66666666666666,0.0,33.33333333333333,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/grenchenberg-grenchen/,1.2,grenchenberg-grenchen,0.0,Europe,Switzerland,Espace Mittelland,1360.0,0.8,0.0,0.0,22.0,Swiss Franc,1.2,1.0,1.3,,,,,,,,,,,,,CH,46.818188,8.227512,0.8,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,27.5,23.76,29.7
http://www.skiresort.info/ski-resort/grimmialp/,2.1,grimmialp,0.0,Europe,Switzerland,Espace Mittelland,1890.0,4.0,4.0,2.0,39.0,Swiss Franc,2.1,2.4,2.7,,,,,,,,,,,,,CH,46.818188,8.227512,10.0,Pequeña,40.0,40.0,20.0,Equilibrada,Sin freeride,3.9,42.12,4.21
http://www.skiresort.info/ski-resort/grub-kaien/,1.7,grub-kaien,0.0,Europe,Switzerland,Eastern Switzerland,1065.0,2.0,4.0,0.0,30.0,Swiss Franc,1.7,1.7,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,6.0,Pequeña,33.33333333333333,66.66666666666666,0.0,Intermedio,Sin freeride,5.0,32.4,5.4
http://www.skiresort.info/ski-resort/gsahl-hauenstein-ifenthal/,1.0,gsahl-hauenstein-ifenthal,0.0,Europe,Switzerland,Espace Mittelland,800.0,0.2,0.0,0.0,0.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/gspon-staldenried/,1.7,gspon-staldenried,0.0,Europe,Switzerland,Lemanic Region,2200.0,1.5,3.5,0.0,34.0,Swiss Franc,1.7,1.7,2.3,,,,,,,,,,,,,CH,46.818188,8.227512,5.0,Pequeña,30.0,70.0,0.0,Intermedio,Sin freeride,6.8,36.72,7.34
http://www.skiresort.info/ski-resort/guarda/,1.0,guarda,0.0,Europe,Switzerland,Eastern Switzerland,1670.0,0.2,0.0,0.0,0.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/gurnigelbad/,1.2,gurnigelbad,0.0,Europe,Switzerland,Espace Mittelland,1250.0,0.7,0.0,0.0,25.0,Swiss Franc,1.2,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.7,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,35.71,27.0,38.57
http://www.skiresort.info/ski-resort/gurten-bern/,1.0,gurten-bern,0.0,Europe,Switzerland,Espace Mittelland,855.0,0.2,0.0,0.0,5.0,Swiss Franc,1.0,1.0,2.4,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,25.0,5.4,27.0
http://www.skiresort.info/ski-resort/guttannen/,1.1,guttannen,0.0,Europe,Switzerland,Espace Mittelland,1150.0,0.5,0.0,0.0,0.0,Swiss Franc,1.1,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/habkern-sattelegg/,1.9,habkern-sattelegg,0.0,Europe,Switzerland,Espace Mittelland,1485.0,2.0,4.0,2.0,35.0,Swiss Franc,1.9,2.3,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,8.0,Pequeña,25.0,50.0,25.0,Intermedio,Sin freeride,4.38,37.8,4.72
http://www.skiresort.info/ski-resort/haldigrat/,,haldigrat,0.0,Europe,Switzerland,Central Switzerland,1937.0,0.0,0.0,0.0,0.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,0.0,Muy pequeña,,,,Principiante,Sin freeride,,0.0,
http://www.skiresort.info/ski-resort/hapfere-plaffeien/,,hapfere-plaffeien,0.0,Europe,Switzerland,Espace Mittelland,935.0,1.0,0.0,0.0,20.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,20.0,21.6,21.6
http://www.skiresort.info/ski-resort/haut-de-caux/,1.1,haut-de-caux,0.0,Europe,Switzerland,Lemanic Region,1169.0,0.4,0.0,0.0,20.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.4,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,50.0,21.6,54.0
http://www.skiresort.info/ski-resort/heidbodme-saas-almagell/,2.2,heidbodme-saas-almagell,0.0,Europe,Switzerland,Lemanic Region,2400.0,4.0,8.0,0.0,45.0,Swiss Franc,2.2,2.2,2.7,,,,,,,,,,,,,CH,46.818188,8.227512,12.0,Pequeña,33.33333333333333,66.66666666666666,0.0,Intermedio,Sin freeride,3.75,48.6,4.05
http://www.skiresort.info/ski-resort/heiden-bischofsberg/,1.7,heiden-bischofsberg,0.0,Europe,Switzerland,Eastern Switzerland,940.0,4.0,1.0,0.0,28.0,Swiss Franc,1.7,1.7,1.4,,,,,,,,,,,,,CH,46.818188,8.227512,5.0,Pequeña,80.0,20.0,0.0,Principiante,Sin freeride,5.6,30.24,6.05
http://www.skiresort.info/ski-resort/heiligkreuz-first-entlebuch/,,heiligkreuz-first-entlebuch,0.0,Europe,Switzerland,Central Switzerland,1437.0,2.0,2.0,0.0,25.0,Swiss Franc,,,,,,,,,,,,,,,,CH,46.818188,8.227512,4.0,Muy pequeña,50.0,50.0,0.0,Equilibrada,Sin freeride,6.25,27.0,6.75
http://www.skiresort.info/ski-resort/heimenschwand-buchholterberg/,1.3,heimenschwand-buchholterberg,0.0,Europe,Switzerland,Espace Mittelland,1183.0,1.0,0.0,0.0,28.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,28.0,30.24,30.24
http://www.skiresort.info/ski-resort/heiti-gsteig-bei-gstaad/,1.3,heiti-gsteig-bei-gstaad,0.0,Europe,Switzerland,Espace Mittelland,1370.0,0.7,0.6,0.0,63.0,Swiss Franc,1.3,1.3,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.2999999999999998,Muy pequeña,53.846153846153854,46.15384615384615,0.0,Equilibrada,Sin freeride,48.46,68.04,52.34
http://www.skiresort.info/ski-resort/hemberg/,1.7,hemberg,0.0,Europe,Switzerland,Eastern Switzerland,1193.0,3.0,1.2,0.8,25.0,Swiss Franc,1.7,2.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,5.0,Pequeña,60.0,24.0,16.0,Principiante,Sin freeride,5.0,27.0,5.4
http://www.skiresort.info/ski-resort/hoernli-hemberg-baechli/,1.1,hoernli-hemberg-baechli,0.0,Europe,Switzerland,Eastern Switzerland,970.0,0.4,0.0,0.0,25.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.4,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,62.5,27.0,67.5
http://www.skiresort.info/ski-resort/hohe-winde-beinwil/,1.5,hohe-winde-beinwil,0.0,Europe,Switzerland,Espace Mittelland,1060.0,3.0,1.0,0.0,25.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,4.0,Muy pequeña,75.0,25.0,0.0,Principiante,Sin freeride,6.25,27.0,6.75
http://www.skiresort.info/ski-resort/hohwald-beatenberg-waldegg/,1.5,hohwald-beatenberg-waldegg,0.0,Europe,Switzerland,Espace Mittelland,1580.0,2.0,2.0,0.0,32.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,4.0,Muy pequeña,50.0,50.0,0.0,Equilibrada,Sin freeride,8.0,34.56,8.64
http://www.skiresort.info/ski-resort/holderbank-skilift-engi/,1.1,holderbank-skilift-engi,0.0,Europe,Switzerland,Northwestern Switzerland,475.0,0.3,0.0,0.0,10.0,Swiss Franc,1.1,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.3,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,33.33,10.8,36.0
http://www.skiresort.info/ski-resort/homberg/,1.5,homberg,0.0,Europe,Switzerland,Espace Mittelland,1093.0,3.0,0.0,0.0,20.0,Swiss Franc,1.5,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,6.67,21.6,7.2
http://www.skiresort.info/ski-resort/horben-lindenberg/,1.0,horben-lindenberg,0.0,Europe,Switzerland,Northwestern Switzerland,805.0,0.2,0.0,0.0,15.0,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.2,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,75.0,16.2,81.0
http://www.skiresort.info/ski-resort/hubelweid-heiligenschwendi/,1.1,hubelweid-heiligenschwendi,0.0,Europe,Switzerland,Espace Mittelland,1152.0,0.3,0.0,0.0,19.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.3,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,63.33,20.52,68.4
http://www.skiresort.info/ski-resort/jaunpass-boltigen/,2.0,jaunpass-boltigen,0.0,Europe,Switzerland,Espace Mittelland,1608.0,5.0,4.0,1.0,33.0,Swiss Franc,2.0,2.3,1.4,,,,,,,,,,,,,CH,46.818188,8.227512,10.0,Pequeña,50.0,40.0,10.0,Principiante,Sin freeride,3.3,35.64,3.56
http://www.skiresort.info/ski-resort/jeizinen-feselalp-gampelsteg/,2.0,jeizinen-feselalp-gampelsteg,0.0,Europe,Switzerland,Lemanic Region,2221.0,6.0,2.0,0.0,42.0,Swiss Franc,2.0,2.0,2.4,,,,,,,,,,,,,CH,46.818188,8.227512,8.0,Pequeña,75.0,25.0,0.0,Principiante,Sin freeride,5.25,45.36,5.67
http://www.skiresort.info/ski-resort/kerenzerberg-filzbach/,2.0,kerenzerberg-filzbach,0.0,Europe,Switzerland,Eastern Switzerland,1283.0,1.0,6.0,0.0,32.0,Swiss Franc,2.0,2.0,3.0,,,,,,,,,,,,,CH,46.818188,8.227512,7.0,Pequeña,14.285714285714285,85.71428571428571,0.0,Intermedio,Sin freeride,4.57,34.56,4.94
http://www.skiresort.info/ski-resort/kiental/,2.0,kiental,0.0,Europe,Switzerland,Espace Mittelland,1490.0,2.0,5.0,0.0,32.0,Swiss Franc,2.0,2.0,2.8,,,,,,,,,,,,,CH,46.818188,8.227512,7.0,Pequeña,28.57142857142857,71.42857142857143,0.0,Intermedio,Sin freeride,4.57,34.56,4.94
http://www.skiresort.info/ski-resort/la-brevine/,1.2,la-brevine,0.0,Europe,Switzerland,Espace Mittelland,1100.0,0.8,0.0,0.0,3.0,Swiss Franc,1.2,1.0,1.0,,,,,,,,,,,,,CH,46.818188,8.227512,0.8,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,3.75,3.24,4.05
http://www.skiresort.info/ski-resort/la-chia-bulle/,1.5,la-chia-bulle,0.0,Europe,Switzerland,Espace Mittelland,1309.0,3.0,0.0,0.0,20.0,Swiss Franc,1.5,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,6.67,21.6,7.2
http://www.skiresort.info/ski-resort/la-corbatiere-la-roche-aux-crocs/,1.5,la-corbatiere-la-roche-aux-crocs,0.0,Europe,Switzerland,Espace Mittelland,1348.0,2.1,1.5,1.0,25.0,Swiss Franc,1.5,1.8,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,4.6,Muy pequeña,45.65217391304349,32.608695652173914,21.73913043478261,Principiante,Sin freeride,5.43,27.0,5.87
http://www.skiresort.info/ski-resort/la-cote-aux-fees/,1.5,la-cote-aux-fees,0.0,Europe,Switzerland,Espace Mittelland,1080.0,3.0,0.0,0.0,0.0,Swiss Franc,1.5,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,3.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/la-forclaz/,2.2,la-forclaz,0.0,Europe,Switzerland,Lemanic Region,2200.0,8.0,7.0,0.0,28.0,Swiss Franc,2.2,2.2,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,15.0,Pequeña,53.333333333333336,46.66666666666666,0.0,Equilibrada,Sin freeride,1.87,30.24,2.02
http://www.skiresort.info/ski-resort/la-golatte-smontoz-tavannes/,1.3,la-golatte-smontoz-tavannes,0.0,Europe,Switzerland,Espace Mittelland,1250.0,1.0,0.0,0.0,0.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/la-lorette-bourg-saint-pierre/,1.3,la-lorette-bourg-saint-pierre,0.0,Europe,Switzerland,Lemanic Region,1600.0,1.0,0.0,0.0,15.0,Swiss Franc,1.3,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,15.0,16.2,16.2
http://www.skiresort.info/ski-resort/la-sagne/,1.1,la-sagne,0.0,Europe,Switzerland,Espace Mittelland,1140.0,0.5,0.0,0.0,0.0,Swiss Franc,1.1,1.0,1.5,,,,,,,,,,,,,CH,46.818188,8.227512,0.5,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
