URL,Valoración,Estación,Km freeride,Continente,País,Provincia/Estado,Altitud,Km fáciles,Km intermedios,Km difíciles,Precio forfait adulto,Moneda,Tamaño del dominio esquiable,Variedad de pistas,Remontes y teleféricos,Fiabilidad de nieve,Acceso y aparcamiento,Señalización,Limpieza e higiene,Sostenibilidad,Gastronomía,Après-ski,Alojamiento en pistas,Familias y niños,Principiantes,Snowparks,Esquí de fondo,Código país,Latitud,Longitud,Km totales,Categoría tamaño,% Pistas fáciles,% Pistas intermedias,% Pistas difíciles,Perfil recomendado,Perfil freeride,Precio por km,Precio por km EUR,Precio forfait EUR
http://www.skiresort.info/ski-resort/crans-montana/,3.7,Crans-Montana,0.0,Europe,Switzerland,Lemanic Region,2927.0,55.0,70.0,15.0,69.0,Swiss Franc,4.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,CH,46.82,8.23,140.0,Grande,39.29,50.0,10.71,Intermedio,Sin freeride,0.49,0.53,73.83
http://www.skiresort.info/ski-resort/schilthorn-muerrenlauterbrunnen/,3.7,Schilthorn – Mürren/Lauterbrunnen,3.0,Europe,Switzerland,Espace Mittelland,2970.0,19.0,23.0,9.0,64.0,Swiss Franc,3.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,2.0,CH,46.82,8.23,51.0,Mediana,37.25,45.1,17.65,Equilibrada,Freeride básico,1.25,1.34,68.48
http://www.skiresort.info/ski-resort/zuoz-pizzetalbanas/,3.6,Zuoz – Pizzet/Albanas,1.0,Europe,Switzerland,Eastern Switzerland,2465.0,9.0,3.0,3.0,56.0,Swiss Franc,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,1.0,3.0,4.0,4.0,3.0,5.0,CH,46.82,8.23,15.0,Pequeña,60.0,20.0,20.0,Principiante,Freeride básico,3.73,3.99,59.92
http://www.skiresort.info/ski-resort/gruesch-danusa/,3.6,Grüsch Danusa,0.0,Europe,Switzerland,Eastern Switzerland,1800.0,6.0,20.0,6.0,52.0,Swiss Franc,2.9,3.2,3.8,,,,,,,,,,,,,CH,46.82,8.23,32.0,Mediana,18.75,62.5,18.75,Intermedio,Sin freeride,1.62,1.74,55.64
http://www.skiresort.info/ski-resort/gemsstock-andermatt/,3.6,Gemsstock – Andermatt,6.0,Europe,Switzerland,Central Switzerland,2961.0,4.0,10.0,17.0,0.0,Swiss Franc,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,CH,46.82,8.23,31.0,Mediana,12.9,32.26,54.84,Avanzado,Freeride básico,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/diavolezzalagalb/,3.6,Diavolezza/Lagalb,10.0,Europe,Switzerland,Eastern Switzerland,3006.0,0.3,21.0,10.7,67.0,Swiss Franc,3.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,5.0,CH,46.82,8.23,32.0,Mediana,0.94,65.62,33.44,Intermedio,Freeride básico,2.09,2.24,71.69
http://www.skiresort.info/ski-resort/savognin/,3.6,Savognin,0.0,Europe,Switzerland,Eastern Switzerland,2713.0,32.0,38.0,3.0,57.0,Swiss Franc,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,CH,46.82,8.23,73.0,Mediana,43.84,52.05,4.11,Equilibrada,Sin freeride,0.78,0.84,60.99
http://www.skiresort.info/ski-resort/rinerhorn-davos-klosters/,3.5,Rinerhorn (Davos Klosters),6.0,Europe,Switzerland,Eastern Switzerland,2490.0,15.6,23.1,12.8,55.0,Swiss Franc,3.0,4.0,2.0,4.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,CH,46.82,8.23,51.5,Mediana,30.29,44.85,24.85,Intermedio,Freeride básico,1.07,1.14,58.85
http://www.skiresort.info/ski-resort/spluegen-tambo/,3.5,Splügen – Tambo,0.0,Europe,Switzerland,Eastern Switzerland,2215.0,12.0,11.0,7.0,50.0,Swiss Franc,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,4.0,CH,46.82,8.23,30.0,Mediana,40.0,36.67,23.33,Equilibrada,Sin freeride,1.67,1.78,53.5
http://www.skiresort.info/ski-resort/bellwald/,3.5,Bellwald,3.0,Europe,Switzerland,Lemanic Region,2558.0,9.0,21.0,6.0,51.0,Swiss Franc,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,1.0,CH,46.82,8.23,36.0,Mediana,25.0,58.33,16.67,Intermedio,Freeride básico,1.42,1.52,54.57
http://www.skiresort.info/ski-resort/villarsgryonles-diablerets/,3.5,villarsgryonles-diablerets,0.0,Europe,Switzerland,Lemanic Region,2120.0,43.0,38.0,3.0,63.0,Swiss Franc,3.8,4.0,3.6,,,,,,,,,,,,,CH,46.82,8.23,84.0,Grande,51.19,45.24,3.57,Equilibrada,Sin freeride,0.75,0.8,67.41
http://www.skiresort.info/ski-resort/egglila-videmanette-gstaadsaanenrougemont/,3.5,egglila-videmanette-gstaadsaanenrougemont,0.0,Europe,Switzerland,Espace Mittelland,2151.0,35.2,17.4,5.4,63.0,Swiss Franc,3.4,3.6,4.2,,,,,,,,,,,,,CH,46.82,8.23,58.0,Mediana,60.69,30.0,9.31,Principiante,Sin freeride,1.09,1.16,67.41
http://www.skiresort.info/ski-resort/belalp-blatten/,3.5,belalp-blatten,0.0,Europe,Switzerland,Lemanic Region,3118.0,15.0,15.0,15.0,56.0,Swiss Franc,3.3,3.7,3.7,,,,,,,,,,,,,CH,46.82,8.23,45.0,Mediana,33.33,33.33,33.33,Equilibrada,Sin freeride,1.24,1.33,59.92
http://www.skiresort.info/ski-resort/graechen/,3.4,Grächen,0.0,Europe,Switzerland,Lemanic Region,2864.0,9.0,33.0,2.0,56.0,Swiss Franc,3.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,2.0,CH,46.82,8.23,44.0,Mediana,20.45,75.0,4.55,Intermedio,Sin freeride,1.27,1.36,59.92
http://www.skiresort.info/ski-resort/anzere/,3.4,anzere,0.0,Europe,Switzerland,Lemanic Region,2420.0,12.0,37.0,9.0,52.0,Swiss Franc,3.3,3.6,3.7,,,,,,,,,,,,,CH,46.82,8.23,58.0,Mediana,20.69,63.79,15.52,Intermedio,Sin freeride,0.9,0.96,55.64
http://www.skiresort.info/ski-resort/buerchentoerbel-moosalp/,3.3,Bürchen/Törbel – Moosalp,0.0,Europe,Switzerland,Lemanic Region,2550.0,5.0,15.0,5.0,44.0,Swiss Franc,3.0,4.0,2.0,4.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,4.0,3.0,1.0,3.0,CH,46.82,8.23,25.0,Mediana,20.0,60.0,20.0,Intermedio,Sin freeride,1.76,1.88,47.08
http://www.skiresort.info/ski-resort/chaeserrugg-unterwasseralt-st-johann-toggenburg/,3.3,toggenburg-wildhausunterwasseralt-st-johann,4.0,Europe,Switzerland,Eastern Switzerland,2262.0,10.0,45.0,5.0,59.0,Swiss Franc,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,CH,46.82,8.23,60.0,Mediana,16.67,75.0,8.33,Intermedio,Freeride básico,0.98,1.05,63.13
http://www.skiresort.info/ski-resort/soerenberg-rothorndorf/,3.3,soerenberg-rothorndorf,0.0,Europe,Switzerland,Central Switzerland,2350.0,30.0,15.0,8.0,52.0,Swiss Franc,3.3,3.6,3.2,,,,,,,,,,,,,CH,46.82,8.23,53.0,Mediana,56.6,28.3,15.09,Principiante,Sin freeride,0.98,1.05,55.64
http://www.skiresort.info/ski-resort/saint-lucchandolin-anniviers/,3.3,saint-lucchandolin-anniviers,0.0,Europe,Switzerland,Lemanic Region,3025.0,20.0,30.0,10.0,58.0,Swiss Franc,3.5,3.8,2.8,,,,,,,,,,,,,CH,46.82,8.23,60.0,Mediana,33.33,50.0,16.67,Intermedio,Sin freeride,0.97,1.03,62.06
http://www.skiresort.info/ski-resort/betelberg-lenk/,3.3,betelberg-lenk,0.0,Europe,Switzerland,Espace Mittelland,2001.0,21.7,19.4,0.9,54.0,Swiss Franc,3.0,3.2,4.0,,,,,,,,,,,,,CH,46.82,8.23,42.0,Mediana,51.67,46.19,2.14,Equilibrada,Sin freeride,1.29,1.38,57.78
http://www.skiresort.info/ski-resort/vals-3000-dachberg/,3.2,Vals 3000 – Dachberg,0.0,Europe,Switzerland,Eastern Switzerland,2941.0,5.0,15.0,5.0,49.0,Swiss Franc,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,1.0,2.0,CH,46.82,8.23,25.0,Mediana,20.0,60.0,20.0,Intermedio,Sin freeride,1.96,2.1,52.43
http://www.skiresort.info/ski-resort/vercorin/,3.2,vercorin,0.0,Europe,Switzerland,Lemanic Region,2374.0,13.0,19.0,3.0,52.0,Swiss Franc,3.0,3.2,3.1,,,,,,,,,,,,,CH,46.82,8.23,35.0,Mediana,37.14,54.29,8.57,Intermedio,Sin freeride,1.49,1.59,55.64
http://www.skiresort.info/ski-resort/ovronnaz/,3.2,ovronnaz,0.0,Europe,Switzerland,Lemanic Region,2427.0,5.0,20.0,5.0,51.0,Swiss Franc,2.9,3.2,3.2,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,16.67,66.67,16.67,Intermedio,Sin freeride,1.7,1.82,54.57
http://www.skiresort.info/ski-resort/melchsee-frutt-kerns/,3.2,melchsee-frutt-kerns,0.0,Europe,Switzerland,Central Switzerland,2255.0,20.0,6.0,10.0,50.0,Swiss Franc,3.0,3.3,4.1,,,,,,,,,,,,,CH,46.82,8.23,36.0,Mediana,55.56,16.67,27.78,Principiante,Sin freeride,1.39,1.49,53.5
http://www.skiresort.info/ski-resort/leysin/,3.2,leysin,0.0,Europe,Switzerland,Lemanic Region,2205.0,43.0,15.0,2.0,52.0,Swiss Franc,3.4,3.6,3.7,,,,,,,,,,,,,CH,46.82,8.23,60.0,Mediana,71.67,25.0,3.33,Principiante,Sin freeride,0.87,0.93,55.64
http://www.skiresort.info/ski-resort/les-marecottes-salvan/,3.2,les-marecottes-salvan,0.0,Europe,Switzerland,Lemanic Region,2200.0,14.0,6.0,5.0,43.0,Swiss Franc,2.7,3.0,4.1,,,,,,,,,,,,,CH,46.82,8.23,25.0,Mediana,56.0,24.0,20.0,Principiante,Sin freeride,1.72,1.84,46.01
http://www.skiresort.info/ski-resort/charmey/,3.2,charmey,0.0,Europe,Switzerland,Espace Mittelland,1630.0,9.0,19.0,2.0,43.0,Swiss Franc,2.8,3.0,4.2,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,30.0,63.33,6.67,Intermedio,Sin freeride,1.43,1.53,46.01
http://www.skiresort.info/ski-resort/leukerbad/,3.1,Leukerbad,6.0,Europe,Switzerland,Lemanic Region,2610.0,3.5,26.9,16.8,55.0,Swiss Franc,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,CH,46.82,8.23,47.2,Mediana,7.42,56.99,35.59,Intermedio,Freeride básico,1.17,1.25,58.85
http://www.skiresort.info/ski-resort/glacier-3000-les-diablerets/,3.1,glacier-3000-les-diablerets,0.0,Europe,Switzerland,Espace Mittelland,3016.0,14.5,5.5,10.0,63.0,Swiss Franc,3.0,3.3,3.0,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,48.33,18.33,33.33,Principiante,Sin freeride,2.1,2.25,67.41
http://www.skiresort.info/ski-resort/wasserngrat-gstaad/,3.1,wasserngrat-gstaad,0.0,Europe,Switzerland,Espace Mittelland,1900.0,3.5,3.6,2.2,63.0,Swiss Franc,2.1,2.4,4.9,,,,,,,,,,,,,CH,46.82,8.23,9.3,Pequeña,37.63,38.71,23.66,Equilibrada,Sin freeride,6.77,7.25,67.41
http://www.skiresort.info/ski-resort/tschiertschen/,3.1,tschiertschen,0.0,Europe,Switzerland,Eastern Switzerland,2400.0,12.0,13.0,2.0,49.0,Swiss Franc,2.8,3.0,3.2,,,,,,,,,,,,,CH,46.82,8.23,27.0,Mediana,44.44,48.15,7.41,Equilibrada,Sin freeride,1.81,1.94,52.43
http://www.skiresort.info/ski-resort/nara-leontica/,3.1,nara-leontica,0.0,Europe,Switzerland,Ticino,2123.0,10.0,15.0,5.0,38.0,Swiss Franc,2.9,3.2,3.5,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,33.33,50.0,16.67,Intermedio,Sin freeride,1.27,1.36,40.66
http://www.skiresort.info/ski-resort/mythenregion/,3.1,mythenregion,0.0,Europe,Switzerland,Central Switzerland,1593.0,18.0,31.0,1.0,45.0,Swiss Franc,3.2,3.4,2.8,,,,,,,,,,,,,CH,46.82,8.23,50.0,Mediana,36.0,62.0,2.0,Intermedio,Sin freeride,0.9,0.96,48.15
http://www.skiresort.info/ski-resort/la-berra-la-roche/,3.1,la-berra-la-roche,0.0,Europe,Switzerland,Espace Mittelland,1635.0,5.0,20.0,0.0,37.0,Swiss Franc,2.6,2.6,3.6,,,,,,,,,,,,,CH,46.82,8.23,25.0,Mediana,20.0,80.0,0.0,Intermedio,Sin freeride,1.48,1.58,39.59
http://www.skiresort.info/ski-resort/cari/,3.1,cari,0.0,Europe,Switzerland,Ticino,2300.0,8.0,8.0,4.0,42.0,Swiss Franc,2.5,2.8,3.8,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,40.0,40.0,20.0,Equilibrada,Sin freeride,2.1,2.25,44.94
http://www.skiresort.info/ski-resort/braunwald/,3.1,braunwald,0.0,Europe,Switzerland,Eastern Switzerland,1900.0,17.5,8.0,6.5,48.0,Swiss Franc,2.8,3.1,3.3,,,,,,,,,,,,,CH,46.82,8.23,32.0,Mediana,54.69,25.0,20.31,Principiante,Sin freeride,1.5,1.6,51.36
http://www.skiresort.info/ski-resort/bosco-gurin-grossalp/,3.1,bosco-gurin-grossalp,0.0,Europe,Switzerland,Ticino,2400.0,1.0,25.0,4.0,45.0,Swiss Franc,2.8,3.0,3.7,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,3.33,83.33,13.33,Intermedio,Sin freeride,1.5,1.6,48.15
http://www.skiresort.info/ski-resort/san-bernardino/,3.0,san-bernardino,0.0,Europe,Switzerland,Eastern Switzerland,2525.0,17.0,20.0,3.0,0.0,Swiss Franc,3.0,3.2,2.8,,,,,,,,,,,,,CH,46.82,8.23,40.0,Mediana,42.5,50.0,7.5,Equilibrada,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/pesciuem-airolo/,3.0,pesciuem-airolo,0.0,Europe,Switzerland,Ticino,2256.0,1.0,15.0,14.0,45.0,Swiss Franc,2.9,3.1,2.8,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,3.33,50.0,46.67,Equilibrada,Sin freeride,1.5,1.6,48.15
http://www.skiresort.info/ski-resort/nax-mont-noble/,3.0,nax-mont-noble,0.0,Europe,Switzerland,Lemanic Region,2640.0,15.0,20.0,0.0,49.0,Swiss Franc,3.0,3.0,2.9,,,,,,,,,,,,,CH,46.82,8.23,35.0,Mediana,42.86,57.14,0.0,Intermedio,Sin freeride,1.4,1.5,52.43
http://www.skiresort.info/ski-resort/la-braye-chateau-doex/,3.0,la-braye-chateau-doex,0.0,Europe,Switzerland,Lemanic Region,1630.0,10.5,10.0,8.0,0.0,Swiss Franc,2.7,3.1,3.2,,,,,,,,,,,,,CH,46.82,8.23,28.5,Mediana,36.84,35.09,28.07,Equilibrada,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/klewenalpstockhuette-beckenriedemmetten/,3.0,klewenalpstockhuette-beckenriedemmetten,0.0,Europe,Switzerland,Central Switzerland,2001.0,15.0,25.0,0.0,51.0,Swiss Franc,3.0,3.0,3.1,,,,,,,,,,,,,CH,46.82,8.23,40.0,Mediana,37.5,62.5,0.0,Intermedio,Sin freeride,1.27,1.36,54.57
http://www.skiresort.info/ski-resort/kaisereggriggisalp-schwarzsee/,3.0,kaisereggriggisalp-schwarzsee,0.0,Europe,Switzerland,Espace Mittelland,1750.0,14.0,5.0,1.0,39.0,Swiss Franc,2.5,2.7,3.5,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,70.0,25.0,5.0,Principiante,Sin freeride,1.95,2.09,41.73
http://www.skiresort.info/ski-resort/jaun/,3.0,jaun,0.0,Europe,Switzerland,Espace Mittelland,1571.0,9.0,9.0,2.0,39.0,Swiss Franc,2.5,2.8,3.4,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,45.0,45.0,10.0,Equilibrada,Sin freeride,1.95,2.09,41.73
http://www.skiresort.info/ski-resort/evolene/,3.0,evolene,0.0,Europe,Switzerland,Lemanic Region,2680.0,2.0,34.0,6.0,40.0,Swiss Franc,3.1,3.3,2.4,,,,,,,,,,,,,CH,46.82,8.23,42.0,Mediana,4.76,80.95,14.29,Intermedio,Sin freeride,0.95,1.02,42.8
http://www.skiresort.info/ski-resort/brambrueeschdreibuendenstein-chur/,3.0,brambrueeschdreibuendenstein-chur,0.0,Europe,Switzerland,Eastern Switzerland,2176.0,8.0,8.0,4.0,42.0,Swiss Franc,2.6,2.9,3.2,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,40.0,40.0,20.0,Equilibrada,Sin freeride,2.1,2.25,44.94
http://www.skiresort.info/ski-resort/wispile-gstaad/,2.9,wispile-gstaad,0.0,Europe,Switzerland,Espace Mittelland,1941.0,3.6,3.7,1.6,63.0,Swiss Franc,2.0,2.3,4.0,,,,,,,,,,,,,CH,46.82,8.23,8.9,Pequeña,40.45,41.57,17.98,Equilibrada,Sin freeride,7.08,7.57,67.41
http://www.skiresort.info/ski-resort/oeschinensee-kandersteg/,2.9,oeschinensee-kandersteg,0.0,Europe,Switzerland,Espace Mittelland,1680.0,5.8,6.2,0.0,44.0,Swiss Franc,2.1,2.1,3.7,,,,,,,,,,,,,CH,46.82,8.23,12.0,Pequeña,48.33,51.67,0.0,Equilibrada,Sin freeride,3.67,3.92,47.08
http://www.skiresort.info/ski-resort/moleson/,2.9,moleson,0.0,Europe,Switzerland,Espace Mittelland,2002.0,19.0,4.0,7.0,35.0,Swiss Franc,2.8,3.1,2.3,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,63.33,13.33,23.33,Principiante,Sin freeride,1.17,1.25,37.45
http://www.skiresort.info/ski-resort/marbach-marbachegg/,2.9,marbach-marbachegg,0.0,Europe,Switzerland,Central Switzerland,1500.0,5.0,4.6,0.4,39.0,Swiss Franc,2.1,2.3,3.8,,,,,,,,,,,,,CH,46.82,8.23,10.0,Pequeña,50.0,46.0,4.0,Equilibrada,Sin freeride,3.9,4.17,41.73
http://www.skiresort.info/ski-resort/giw-visperterminen/,2.9,giw-visperterminen,0.0,Europe,Switzerland,Lemanic Region,2338.0,7.0,10.0,3.0,43.0,Swiss Franc,2.5,2.8,3.3,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,35.0,50.0,15.0,Intermedio,Sin freeride,2.15,2.3,46.01
http://www.skiresort.info/ski-resort/elsigen-metsch-frutigen/,2.9,elsigen-metsch-frutigen,0.0,Europe,Switzerland,Espace Mittelland,2289.0,10.0,17.0,3.0,52.0,Swiss Franc,2.9,3.2,1.9,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,33.33,56.67,10.0,Intermedio,Sin freeride,1.73,1.85,55.64
http://www.skiresort.info/ski-resort/darlux-berguen/,2.9,darlux-berguen,0.0,Europe,Switzerland,Eastern Switzerland,2569.0,10.0,12.0,1.0,43.0,Swiss Franc,2.7,2.9,2.8,,,,,,,,,,,,,CH,46.82,8.23,23.0,Pequeña,43.48,52.17,4.35,Equilibrada,Sin freeride,1.87,2.0,46.01
http://www.skiresort.info/ski-resort/arolla/,2.9,arolla,0.0,Europe,Switzerland,Lemanic Region,2980.0,20.0,18.0,9.0,39.0,Swiss Franc,3.1,3.4,1.5,,,,,,,,,,,,,CH,46.82,8.23,47.0,Mediana,42.55,38.3,19.15,Equilibrada,Sin freeride,0.83,0.89,41.73
http://www.skiresort.info/ski-resort/wiriehorn/,2.8,wiriehorn,0.0,Europe,Switzerland,Espace Mittelland,1868.0,9.5,5.0,3.0,48.0,Swiss Franc,2.4,2.7,3.1,,,,,,,,,,,,,CH,46.82,8.23,17.5,Pequeña,54.29,28.57,17.14,Principiante,Sin freeride,2.74,2.93,51.36
http://www.skiresort.info/ski-resort/unterbaech-brandalpginals/,2.8,unterbaech-brandalpginals,0.0,Europe,Switzerland,Lemanic Region,2500.0,10.5,6.5,3.5,44.0,Swiss Franc,2.6,2.9,2.5,,,,,,,,,,,,,CH,46.82,8.23,20.5,Pequeña,51.22,31.71,17.07,Principiante,Sin freeride,2.15,2.3,47.08
http://www.skiresort.info/ski-resort/tschentenalp-adelboden/,2.8,tschentenalp-adelboden,0.0,Europe,Switzerland,Espace Mittelland,1960.0,1.5,7.0,1.5,55.0,Swiss Franc,2.1,2.4,3.3,,,,,,,,,,,,,CH,46.82,8.23,10.0,Pequeña,15.0,70.0,15.0,Intermedio,Sin freeride,5.5,5.88,58.85
http://www.skiresort.info/ski-resort/sattel-hochstuckli/,2.8,sattel-hochstuckli,0.0,Europe,Switzerland,Central Switzerland,1491.0,10.0,4.0,0.0,39.0,Swiss Franc,2.3,2.3,3.4,,,,,,,,,,,,,CH,46.82,8.23,14.0,Pequeña,71.43,28.57,0.0,Principiante,Sin freeride,2.79,2.98,41.73
http://www.skiresort.info/ski-resort/sarn-heinzenberg/,2.8,sarn-heinzenberg,0.0,Europe,Switzerland,Eastern Switzerland,2075.0,8.0,10.0,2.0,33.0,Swiss Franc,2.5,2.8,2.6,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,40.0,50.0,10.0,Intermedio,Sin freeride,1.65,1.77,35.31
http://www.skiresort.info/ski-resort/les-mossesla-lecherette/,2.8,les-mossesla-lecherette,0.0,Europe,Switzerland,Lemanic Region,1870.0,10.0,30.0,0.0,52.0,Swiss Franc,2.9,2.9,1.5,,,,,,,,,,,,,CH,46.82,8.23,40.0,Mediana,25.0,75.0,0.0,Intermedio,Sin freeride,1.3,1.39,55.64
http://www.skiresort.info/ski-resort/la-robella-buttes-val-de-travers/,2.8,la-robella-buttes-val-de-travers,0.0,Europe,Switzerland,Espace Mittelland,1450.0,10.0,5.0,5.0,30.0,Swiss Franc,2.5,2.9,2.5,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,50.0,25.0,25.0,Principiante,Sin freeride,1.5,1.6,32.1
http://www.skiresort.info/ski-resort/la-fouly/,2.8,la-fouly,0.0,Europe,Switzerland,Lemanic Region,2200.0,6.0,4.0,10.0,39.0,Swiss Franc,2.5,2.8,2.6,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,30.0,20.0,50.0,Avanzado,Sin freeride,1.95,2.09,41.73
http://www.skiresort.info/ski-resort/hochwang-goldgruben/,2.8,hochwang-goldgruben,0.0,Europe,Switzerland,Eastern Switzerland,2204.0,9.0,9.0,2.0,40.0,Swiss Franc,2.5,2.8,2.6,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,45.0,45.0,10.0,Equilibrada,Sin freeride,2.0,2.14,42.8
http://www.skiresort.info/ski-resort/champex-lac-orsieres/,2.8,champex-lac-orsieres,0.0,Europe,Switzerland,Lemanic Region,2194.0,3.0,10.0,2.0,28.0,Swiss Franc,2.3,2.6,2.8,,,,,,,,,,,,,CH,46.82,8.23,15.0,Pequeña,20.0,66.67,13.33,Intermedio,Sin freeride,1.87,2.0,29.96
http://www.skiresort.info/ski-resort/bugnenets-savagnieres-saint-imier/,2.8,bugnenets-savagnieres-saint-imier,0.0,Europe,Switzerland,Espace Mittelland,1460.0,10.0,10.0,10.0,36.0,Swiss Franc,2.7,3.1,1.5,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,33.33,33.33,33.33,Equilibrada,Sin freeride,1.2,1.28,38.52
http://www.skiresort.info/ski-resort/bivio/,2.8,bivio,0.0,Europe,Switzerland,Eastern Switzerland,2560.0,12.0,15.0,3.0,39.0,Swiss Franc,2.8,3.1,1.5,,,,,,,,,,,,,CH,46.82,8.23,30.0,Mediana,40.0,50.0,10.0,Intermedio,Sin freeride,1.3,1.39,41.73
http://www.skiresort.info/ski-resort/aela-maloja/,1.0,Aela – Maloja,0.0,Europe,Switzerland,Eastern Switzerland,2159.0,0.5,1.5,1.0,35.0,Swiss Franc,1.0,3.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,1.0,5.0,CH,46.82,8.23,3.0,Muy pequeña,16.67,50.0,33.33,Intermedio,Sin freeride,11.67,12.48,37.45
http://www.skiresort.info/ski-resort/pontresina/,1.0,Pontresina,0.0,Europe,Switzerland,Eastern Switzerland,2332.0,1.0,0.0,0.0,32.0,Swiss Franc,1.0,1.0,1.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,1.0,5.0,CH,46.82,8.23,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,32.0,34.24,34.24
http://www.skiresort.info/ski-resort/aeschiried/,2.2,aeschiried,0.0,Europe,Switzerland,Espace Mittelland,1400.0,10.0,2.0,0.0,33.0,Swiss Franc,2.2,2.2,1.5,,,,,,,,,,,,,CH,46.82,8.23,12.0,Pequeña,83.33,16.67,0.0,Principiante,Sin freeride,2.75,2.94,35.31
http://www.skiresort.info/ski-resort/alpe-di-neggia/,1.3,alpe-di-neggia,0.0,Europe,Switzerland,Ticino,1595.0,1.0,0.0,0.0,0.0,Swiss Franc,1.3,1.0,1.4,,,,,,,,,,,,,CH,46.82,8.23,1.0,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,0.0,0.0,0.0
http://www.skiresort.info/ski-resort/alpsteinblick-gonten/,1.5,alpsteinblick-gonten,0.0,Europe,Switzerland,Eastern Switzerland,1142.0,3.0,1.0,0.0,27.0,Swiss Franc,1.5,1.5,1.5,,,,,,,,,,,,,CH,46.82,8.23,4.0,Muy pequeña,75.0,25.0,0.0,Principiante,Sin freeride,6.75,7.22,28.89
http://www.skiresort.info/ski-resort/amden/,2.5,amden,0.0,Europe,Switzerland,Eastern Switzerland,1684.0,10.0,10.0,0.0,35.0,Swiss Franc,2.5,2.5,2.5,,,,,,,,,,,,,CH,46.82,8.23,20.0,Pequeña,50.0,50.0,0.0,Equilibrada,Sin freeride,1.75,1.87,37.45
http://www.skiresort.info/ski-resort/ardez/,1.1,ardez,0.0,Europe,Switzerland,Eastern Switzerland,1510.0,0.3,0.0,0.0,16.0,Swiss Franc,1.1,1.0,1.0,,,,,,,,,,,,,CH,46.82,8.23,0.3,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,53.33,57.07,17.12
http://www.skiresort.info/ski-resort/asp-densbueren/,1.1,asp-densbueren,0.0,Europe,Switzerland,Northwestern Switzerland,650.0,0.3,0.0,0.0,10.0,Swiss Franc,1.1,1.0,1.0,,,,,,,,,,,,,CH,46.82,8.23,0.3,Muy pequeña,100.0,0.0,0.0,Principiante,Sin freeride,33.33,35.67,10.7
